Synthetic,Scope Studio V/I/di-dt demo
Internal Inductance H,0.000166
Load Resistance Ohm,0.012
Original Data,Synthetic demonstration only
TIME,CH1 BBCM Voltage (V),CH2 Pearson Current (A),CH3 Control (V),CH4 dI/dt (A/s),CH5 L*dI/dt (V),CH6 Drive Voltage (V)
0.0,2.52,0.020424308384122625,7.472557582487997e-05,7.202465139747467,0.0011956092131980795,0.0011956092131980795
5e-05,2.5199998799589145,-0.5743991108363408,8.350710924047575e-05,8.022844992552793,0.0013317922687637637,0.001336113747847612
0.0001,2.519999746244831,-0.7372758891739131,9.33206037880758e-05,8.939725750179715,0.0014839944745298327,0.0014931296606092129
0.00015000000000000001,2.519999597249402,1.9134374657348014,0.00010428732549689257,9.964446906149357,0.0016540981864207932,0.001668597207950281
0.0002,2.519999431175287,0.15496641142383125,0.00011654278920702378,11.109680347224115,0.0018442069376392032,0.0018646846273123806
0.00025,2.5199992460139478,-0.9574623836812858,0.00013023843251409688,12.389586881590592,0.002056671422344038,0.00208381492022555
0.00030000000000000003,2.519999039520833,1.520435708314245,0.0001455434862944079,13.819991148795545,0.0022941185307000602,0.0023286957807105266
0.00035,2.5199988091876473,-0.9844804648816131,0.00016264706487770082,15.418577068334153,0.0025594837933434695,0.002602353038043213
0.0004,2.5199985522113626,0.07035838566924457,0.00018176050163689613,17.205106236443335,0.0028560476352495934,0.002908168026190338
0.00045000000000000004,2.5199982654595923,-0.5367659321831082,0.00020311995878165596,19.20166196279449,0.003187475885823885,0.0032499193405064954
0.0005,2.519997945431893,-2.191515409018242,0.0002269893435121716,21.432921953822042,0.0035578650443344587,0.0036318294961947455
0.00055,2.519997588216527,-1.1294804996842926,0.0002536635664516869,23.926463001171143,0.00397179285819441,0.00405861706322699
0.0006000000000000001,2.5199971894421433,-0.12862142677938854,0.00028347218247632257,26.713101426433003,0.004434374836787878,0.004535554919621161
0.0006500000000000001,2.5199967442237865,-0.7155211082810584,0.00031678345874917917,29.82727347167304,0.004951327396297724,0.005068535339986867
0.0007,2.519996247102562,1.9049182362221515,0.00035400891999852203,33.307460314483166,0.005529038412204206,0.0056641427199763525
0.00075,2.5199956919782234,-0.3489999265206477,0.0003956084269195188,37.196662932237736,0.006174646046751464,0.006329734830712301
0.0008,2.5199950720338413,-0.9833500324644159,0.000442095850094693,41.542932649366925,0.00689612681979491,0.007073533601515088
0.0008500000000000001,2.51999437965163,-0.49264087055066624,0.000494045409096991,46.399963880976244,0.007702394004242057,0.007904726545551856
0.0009000000000000001,2.519993606318899,-0.18054322446610213,0.0005520987545464234,51.827756344002346,0.008603407553104389,0.008833580072742774
