x,y,z,c,time_ms,drive_voltage_V,dI_dt_A_per_s,current_A
0.0,20.0,1.8006162849368668,0.0,0.0,20.0,1.8006162849368668,0.0
0.05,20.0,2.0057112481381982,9.003081424684335e-05,0.05,20.0,2.0057112481381982,9.003081424684335e-05
0.1,20.0,2.2349314375449287,0.00019031637665375327,0.1,20.0,2.2349314375449287,0.00019031637665375327
0.15000000000000002,20.0,2.4911117265373393,0.0003020629485309997,0.15000000000000002,20.0,2.4911117265373393,0.0003020629485309997
0.2,20.0,2.777420086806029,0.0004266185348578667,0.2,20.0,2.777420086806029,0.0004266185348578667
0.25,20.0,3.097396720397648,0.0005654895391981681,0.25,20.0,3.097396720397648,0.0005654895391981681
0.30000000000000004,20.0,3.454997787198886,0.0007203593752180505,0.30000000000000004,20.0,3.454997787198886,0.0007203593752180505
0.35,20.0,3.8546442670835384,0.0008931092645779948,0.35,20.0,3.8546442670835384,0.0008931092645779948
0.4,20.0,4.301276559110834,0.0010858414779321719,0.4,20.0,4.301276559110834,0.0010858414779321719
0.45000000000000007,20.0,4.800415490698622,0.0013009053058877136,0.45000000000000007,20.0,4.800415490698622,0.0013009053058877136
0.5,20.0,5.3582304884555105,0.0015409260804226446,0.5,20.0,5.3582304884555105,0.0015409260804226446
0.55,20.0,5.981615750292786,0.00180883760484542,0.55,20.0,5.981615750292786,0.00180883760484542
0.6000000000000001,20.0,6.678275356608251,0.0021079183923600592,0.6000000000000001,20.0,6.678275356608251,0.0021079183923600592
0.6500000000000001,20.0,7.45681836791826,0.0024418321601904717,0.6500000000000001,20.0,7.45681836791826,0.0024418321601904717
0.7,20.0,8.326865078620791,0.0028146730785863845,0.7,20.0,8.326865078620791,0.0028146730785863845
0.75,20.0,9.299165733059434,0.003231016332517424,0.75,20.0,9.299165733059434,0.003231016332517424
0.8,20.0,10.385733162341731,0.003695974619170396,0.8,20.0,10.385733162341731,0.003695974619170396
0.8500000000000001,20.0,11.599990970244061,0.004215261277287483,0.8500000000000001,20.0,11.599990970244061,0.004215261277287483
0.9000000000000001,20.0,12.956939086000586,0.0047952608257996856,0.9000000000000001,20.0,12.956939086000586,0.0047952608257996856
0.95,20.0,14.47333871303276,0.005443107780099715,0.95,20.0,14.47333871303276,0.005443107780099715
1.0,20.0,16.167918938176392,0.006166774715751353,1.0,20.0,16.167918938176392,0.006166774715751353
1.05,20.0,18.061607528403965,0.0069751706626601725,1.05,20.0,18.061607528403965,0.0069751706626601725
1.1,20.0,20.177788734406963,0.00787825103908037,1.1,20.0,20.177788734406963,0.00787825103908037
1.15,20.0,22.54259124598687,0.008887140475800718,1.15,20.0,22.54259124598687,0.008887140475800718
1.2000000000000002,20.0,25.185209806623007,0.010014270038100062,1.2000000000000002,20.0,25.185209806623007,0.010014270038100062
1.25,20.0,28.138264397815366,0.011273530528431212,1.25,20.0,28.138264397815366,0.011273530528431212
1.3000000000000003,20.0,31.43820135219939,0.01268044374832198,1.3000000000000003,20.0,31.43820135219939,0.01268044374832198
1.35,20.0,35.12574125275177,0.01425235381593195,1.35,20.0,35.12574125275177,0.01425235381593195
1.4,20.0,39.24637902883571,0.016008640878569538,1.4,20.0,39.24637902883571,0.016008640878569538
1.4500000000000002,20.0,43.85094227399256,0.017970959830011325,1.4500000000000002,20.0,43.85094227399256,0.017970959830011325
1.5,20.0,48.99621449134296,0.020163506943710954,1.5,20.0,48.99621449134296,0.020163506943710954
1.5500000000000003,20.0,54.74563072674318,0.022613317668278104,1.5500000000000003,20.0,54.74563072674318,0.022613317668278104
1.6,20.0,61.170053884408986,0.025350599204615264,1.6,20.0,61.170053884408986,0.025350599204615264
1.65,20.0,68.3486409419529,0.028409101898835713,1.65,20.0,68.3486409419529,0.028409101898835713
1.7000000000000002,20.0,76.36980929941346,0.03182653394593336,1.7000000000000002,20.0,76.36980929941346,0.03182653394593336
1.75,20.0,85.33231461791927,0.03564502441090403,1.75,20.0,85.33231461791927,0.03564502441090403
1.8000000000000003,20.0,95.34645273630147,0.039911640141799994,1.8000000000000003,20.0,95.34645273630147,0.039911640141799994
1.85,20.0,106.53539960644294,0.044678962778615064,1.85,20.0,106.53539960644294,0.044678962778615064
1.9,20.0,119.03670466837242,0.05000573275893721,1.9,20.0,119.03670466837242,0.05000573275893721
1.9500000000000002,20.0,133.00395470147828,0.05595756799235583,1.9500000000000002,20.0,133.00395470147828,0.05595756799235583
2.0,20.0,148.60862694516868,0.06260776572742974,2.0,20.0,148.60862694516868,0.06260776572742974
2.0500000000000003,20.0,166.04215218577426,0.07003819707468817,2.0500000000000003,20.0,166.04215218577426,0.07003819707468817
2.1,20.0,185.51821055914766,0.07834030468397687,2.1,20.0,185.51821055914766,0.07834030468397687
2.15,20.0,207.27528501987717,0.08761621521193426,2.15,20.0,207.27528501987717,0.08761621521193426
2.2,20.0,231.5794997735144,0.09797997946292812,2.2,20.0,231.5794997735144,0.09797997946292812
2.2500000000000004,20.0,258.72777344723085,0.10955895445160384,2.2500000000000004,20.0,258.72777344723085,0.10955895445160384
2.3,20.0,289.05131936872203,0.12249534312396539,2.3,20.0,289.05131936872203,0.12249534312396539
2.35,20.0,322.91952800481675,0.13694790909240148,2.35,20.0,322.91952800481675,0.13694790909240148
2.4000000000000004,20.0,360.74426933917596,0.15309388549264233,2.4000000000000004,20.0,360.74426933917596,0.15309388549264233
2.4499999999999997,20.0,402.98465568527746,0.17113109895960113,2.4499999999999997,20.0,402.98465568527746,0.17113109895960113
2.5,20.0,450.1523080583052,0.191280331743865,2.5,20.0,450.1523080583052,0.191280331743865
2.5500000000000003,20.0,502.8171716632328,0.21378794714678026,2.5500000000000003,20.0,502.8171716632328,0.21378794714678026
2.6000000000000005,20.0,561.6139281592233,0.2389288057299419,2.6000000000000005,20.0,561.6139281592233,0.2389288057299419
2.65,20.0,627.2490539549449,0.2670095021379031,2.65,20.0,627.2490539549449,0.2670095021379031
2.7,20.0,700.508574648301,0.2983719548356503,2.7,20.0,700.508574648301,0.2983719548356503
2.7500000000000004,20.0,782.2665655595201,0.33339738356806536,2.7500000000000004,20.0,782.2665655595201,0.33339738356806536
2.8,20.0,873.4944467573517,0.37251071184604134,2.8,20.0,873.4944467573517,0.37251071184604134
2.85,20.0,975.2711175951455,0.4161854341839089,2.85,20.0,975.2711175951455,0.4161854341839089
2.9000000000000004,20.0,1088.7939700034328,0.4649489900636662,2.9000000000000004,20.0,1088.7939700034328,0.4649489900636662
2.9499999999999997,20.0,1215.3908109527422,0.5193886885638378,2.9499999999999997,20.0,1215.3908109527422,0.5193886885638378
3.0,20.0,1356.5327117876805,0.5801582291114749,3.0,20.0,1356.5327117876805,0.5801582291114749
3.0500000000000003,20.0,1513.847784563296,0.6479848647008589,3.0500000000000003,20.0,1513.847784563296,0.6479848647008589
3.1000000000000005,20.0,1689.1358619312248,0.7236772539290237,3.1000000000000005,20.0,1689.1358619312248,0.7236772539290237
3.15,20.0,1884.384026176285,0.808134047025585,3.15,20.0,1884.384026176285,0.808134047025585
3.2,20.0,2101.782893143484,0.9023532483343992,3.2,20.0,2101.782893143484,0.9023532483343992
3.2500000000000004,20.0,2343.7435062717445,1.0074423929915735,3.2500000000000004,20.0,2343.7435062717445,1.0074423929915735
3.3,20.0,2612.914632838683,1.1246295683051606,3.3,20.0,2612.914632838683,1.1246295683051606
3.35,20.0,2912.2001767645506,1.2552752999470949,3.35,20.0,2912.2001767645506,1.2552752999470949
3.4000000000000004,20.0,3244.7763278217817,1.4008853087853224,3.4000000000000004,20.0,3244.7763278217817,1.4008853087853224
3.45,20.0,3614.1079538370786,1.5631241251764114,3.45,20.0,3614.1079538370786,1.5631241251764114
3.5,20.0,4023.9636087337603,1.7438295228682654,3.5,20.0,4023.9636087337603,1.7438295228682654
3.5500000000000003,20.0,4478.428373900805,1.9450277033049534,3.5500000000000003,20.0,4478.428373900805,1.9450277033049534
3.6000000000000005,20.0,4981.913573222033,2.1689491219999937,3.6000000000000005,20.0,4981.913573222033,2.1689491219999937
3.65,20.0,5539.162204478327,2.4180448006610953,3.65,20.0,5539.162204478327,2.4180448006610953
3.7,20.0,6155.248715224004,2.6950029108850115,3.7,20.0,6155.248715224004,2.6950029108850115
3.7500000000000004,20.0,6835.5715260699035,3.002765346646212,3.7500000000000004,20.0,6835.5715260699035,3.002765346646212
3.8,20.0,7585.836478902917,3.344543922949707,3.8,20.0,7585.836478902917,3.344543922949707
3.85,20.0,8412.029177159891,3.723835746894853,3.85,20.0,8412.029177159891,3.723835746894853
3.9000000000000004,20.0,9320.374010983443,4.144437205752848,3.9000000000000004,20.0,9320.374010983443,4.144437205752848
3.95,20.0,10317.277549792441,4.61045590630202,3.95,20.0,10317.277549792441,4.61045590630202
4.0,20.0,11409.253973557148,5.126319783791642,4.0,20.0,11409.253973557148,5.126319783791642
4.05,20.0,12602.83034384788,5.6967824824695,4.05,20.0,12602.83034384788,5.6967824824695
4.1000000000000005,20.0,13904.429834014512,6.326923999661894,4.1000000000000005,20.0,13904.429834014512,6.326923999661894
4.15,20.0,15320.231594697496,7.022145491362619,4.15,20.0,15320.231594697496,7.022145491362619
4.2,20.0,16856.006773881792,7.788157071097494,4.2,20.0,16856.006773881792,7.788157071097494
4.25,20.0,18516.931377715693,8.630957409791584,4.25,20.0,18516.931377715693,8.630957409791584
4.3,20.0,20307.378167636023,9.556803978677369,4.3,20.0,20307.378167636023,9.556803978677369
4.3500000000000005,20.0,22230.691628027726,10.57217288705917,4.3500000000000005,20.0,22230.691628027726,10.57217288705917
4.4,20.0,24288.952149996225,11.683707468460556,4.4,20.0,24288.952149996225,11.683707468460556
4.45,20.0,26482.737849065048,12.898155075960368,4.45,20.0,26482.737849065048,12.898155075960368
4.500000000000001,20.0,28810.89469373778,14.22229196841362,4.500000000000001,20.0,28810.89469373778,14.22229196841362
4.55,20.0,31270.327632305405,15.66283670310051,4.55,20.0,31270.327632305405,15.66283670310051
4.6,20.0,33855.826881895766,17.22635308471578,4.6,20.0,33855.826881895766,17.22635308471578
4.65,20.0,36559.94417799979,18.91914442881057,4.65,20.0,36559.94417799979,18.91914442881057
4.7,20.0,39372.93328332006,20.74714163771056,4.7,20.0,39372.93328332006,20.74714163771056
4.75,20.0,42282.76720006184,22.71578830187656,4.75,20.0,42282.76720006184,22.71578830187656
4.800000000000001,20.0,45275.24122401346,24.829926661879654,4.800000000000001,20.0,45275.24122401346,24.829926661879654
4.8500000000000005,20.0,48334.166301667115,27.093688723080326,4.8500000000000005,20.0,48334.166301667115,27.093688723080326
4.8999999999999995,20.0,51441.65138731719,29.51039703816368,4.8999999999999995,20.0,51441.65138731719,29.51039703816368
4.95,20.0,54578.46713023727,32.08247960752954,4.95,20.0,54578.46713023727,32.08247960752954
5.0,20.0,57724.47689416568,34.811402964041406,5.0,20.0,57724.47689416568,34.811402964041406
5.050000000000001,20.0,61419.72376245407,37.69762680874969,5.050000000000001,20.0,61419.72376245407,37.69762680874969
5.1000000000000005,20.0,64914.35095769006,40.76861299687239,5.1000000000000005,20.0,64914.35095769006,40.76861299687239
5.15,20.0,68008.7308435291,44.014330544756895,5.15,20.0,68008.7308435291,44.014330544756895
5.200000000000001,20.0,70631.43368280507,47.41476708693335,5.200000000000001,20.0,70631.43368280507,47.41476708693335
5.25,20.0,72874.18746936346,50.946338771073606,5.25,20.0,72874.18746936346,50.946338771073606
5.3,20.0,74961.03580063964,54.59004814454178,5.3,20.0,74961.03580063964,54.59004814454178
5.3500000000000005,20.0,77159.41492736521,58.33809993457376,5.3500000000000005,20.0,77159.41492736521,58.33809993457376
5.4,20.0,79666.69098657352,62.19607068094202,5.4,20.0,79666.69098657352,62.19607068094202
5.45,20.0,82518.71731634134,66.1794052302707,5.45,20.0,82518.71731634134,66.1794052302707
5.500000000000001,20.0,85560.60171123807,70.30534109608777,5.500000000000001,20.0,85560.60171123807,70.30534109608777
5.55,20.0,88495.77343523316,74.58337118164968,5.55,20.0,88495.77343523316,74.58337118164968
5.6,20.0,90997.16229124254,79.00815985341134,5.6,20.0,90997.16229124254,79.00815985341134
5.65,20.0,92837.37842394959,83.55801796797347,5.65,20.0,92837.37842394959,83.55801796797347
5.7,20.0,93984.92654820501,88.19988688917095,5.7,20.0,93984.92654820501,88.19988688917095
5.75,20.0,94625.47170953445,92.8991332165812,5.75,20.0,94625.47170953445,92.8991332165812
5.800000000000001,20.0,95096.61888090397,97.63040680205793,5.800000000000001,20.0,95096.61888090397,97.63040680205793
5.8500000000000005,20.0,95759.74960846649,102.38523774610313,5.8500000000000005,20.0,95759.74960846649,102.38523774610313
5.8999999999999995,20.0,96858.7741968431,107.17322522652645,5.8999999999999995,20.0,96858.7741968431,107.17322522652645
5.95,20.0,98422.21249646766,112.01616393636861,5.95,20.0,98422.21249646766,112.01616393636861
6.0,20.0,100248.79944728743,116.937274561192,6.0,20.0,100248.79944728743,116.937274561192
6.050000000000001,20.0,101984.08101911435,121.94971453355637,6.050000000000001,20.0,101984.08101911435,121.94971453355637
6.1000000000000005,20.0,103259.23643729454,127.0489185845121,6.1000000000000005,20.0,103259.23643729454,127.0489185845121
6.15,20.0,103838.15210118312,132.21188040637682,6.15,20.0,103838.15210118312,132.21188040637682
6.200000000000001,20.0,103714.76121166852,137.40378801143598,6.200000000000001,20.0,103714.76121166852,137.40378801143598
